partition,repeat,split_seed,method,lambda_subset,response_scope,trajectory_fraction,shuffle_seed,mae,rmse,median_absolute_error,fraction_with_absolute_error_below_0p2,n
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p9,total,1.0,,0.18901723043118043,0.3072235194433372,0.11385464770838061,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p9,total,1.0,,0.18796404322661886,0.301824333604308,0.11892313120784204,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p5_0p9,total,1.0,,0.18796886090372425,0.29821943511057186,0.12830895376504503,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p5_0p9,total,1.0,,0.18881216397513245,0.2983542068633866,0.121288619164651,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p5_0p9,total,1.0,,0.1881216836485563,0.29781021407609853,0.11891268344338402,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,total,1.0,,0.1863923729080662,0.2988508012237724,0.1241397045224506,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,total,1.0,,0.18886930631162013,0.3056366724450884,0.11764337065486119,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,1.0,,0.18831189161382086,0.3019527027506116,0.1187858692562237,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1,components,1.0,,0.17859872213450234,0.28988006201467503,0.09499683794328817,0.7777777777777778,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1,components,1.0,,0.18724033263405476,0.2899298120292969,0.1120810410236881,0.7083333333333334,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1,components,1.0,,0.1929164947123932,0.32053057154606934,0.11540818422608301,0.7222222222222222,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p5,components,1.0,,0.18027022484855162,0.2856258080736724,0.09748175564966366,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p5,components,1.0,,0.18879898674304993,0.29437509964289443,0.11360177512590153,0.7083333333333334,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p5,components,1.0,,0.1958209544282902,0.3197637480452129,0.11140488595357967,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p9,components,1.0,,0.18757494078137915,0.2973247652037643,0.1196056492782116,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p9,components,1.0,,0.18828227054125182,0.2988725407421661,0.12069786222053142,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p9,components,1.0,,0.18933339154166073,0.29957220179494987,0.12014085833807642,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5,components,1.0,,0.1805532049330143,0.2924150258167032,0.09629548522650377,0.7777777777777778,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5,components,1.0,,0.19100205309979623,0.2928942540741595,0.11765767701344809,0.7222222222222222,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5,components,1.0,,0.1948131567856122,0.32989706168870914,0.10799012506925265,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p9,components,1.0,,0.1863517869460065,0.2981453633556001,0.11703915684262367,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p9,components,1.0,,0.1897015644098189,0.29306933332589025,0.11703159098771865,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p9,components,1.0,,0.1947734004185479,0.3244379973947304,0.11031631495809813,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p5_0p9,components,1.0,,0.18586222717743406,0.2962936122796401,0.12360642705851532,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p5_0p9,components,1.0,,0.1854918526698555,0.2998074033921884,0.11276193268814749,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p5_0p9,components,1.0,,0.19370062197901328,0.3124187681224791,0.11893302044895987,0.7638888888888888,72
standardized_exclusion_repeat,3,141421.0,P1-B_predicted_response,0p1_0p5_0p9,components,1.0,,0.18352382715769003,0.2953497081840312,0.11709012698981813,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-C_actual_response,0p1_0p5_0p9,components,1.0,,0.18025056395692582,0.2881209774802155,0.1035680368458406,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,components,1.0,,0.1936825602898262,0.3154882772976083,0.11851383386431863,0.7777777777777778,72
standardized_exclusion_repeat,3,141421.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88001.0,0.18635738628668302,0.29668087284000355,0.11687067682140473,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88002.0,0.18831779920175065,0.2969008852887044,0.11405984999303587,0.7222222222222222,72
standardized_exclusion_repeat,3,141421.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88003.0,0.18200463210121504,0.29522742815237113,0.0986546859554257,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88004.0,0.188172522687544,0.2979395340619716,0.1174379667004759,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88005.0,0.18922054915167202,0.29930919106024784,0.11974685336563012,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p1,total,1.0,,0.18968201221810135,0.30669485670223656,0.11718577069445668,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p1,total,1.0,,0.18684564952298283,0.30000894257117544,0.11539813181993169,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p5,total,1.0,,0.1879467076830466,0.2978514755760232,0.11815530882675418,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p5,total,1.0,,0.188713671912831,0.3048217231081949,0.11516325772086078,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p9,total,1.0,,0.1879245798125163,0.2994306210221233,0.11577058826109088,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p9,total,1.0,,0.18820789967436338,0.29870770768206384,0.1194583826090111,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p1_0p5,total,1.0,,0.19095552982106176,0.30830490742700334,0.11300601119800047,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p1_0p5,total,1.0,,0.1857382812903342,0.3021970843336111,0.11092865861996637,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p1_0p9,total,1.0,,0.1902336566533192,0.3078359843664497,0.11401438655141061,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p1_0p9,total,1.0,,0.187870787486852,0.2988077672847631,0.1174767014536956,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p5_0p9,total,1.0,,0.18750260537709845,0.29874765409150766,0.12329440504674094,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p5_0p9,total,1.0,,0.1889285485383779,0.2991790254160312,0.1203713066977089,0.7361111111111112,72
standardized_exclusion_repeat,3,141421.0,P1-F_generic_posterior,0p1_0p5_0p9,total,1.0,,0.18958079948528525,0.30652284373419475,0.11445481894985832,0.75,72
standardized_exclusion_repeat,3,141421.0,P1-F_solvai_conditioned_posterior,0p1_0p5_0p9,total,1.0,,0.18852495044516848,0.30532213854012913,0.11669449408030064,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-0_structure_only,none,none,0.0,,0.30433327979558594,0.5770671705850554,0.1963292357804245,0.5277777777777778,72
standardized_exclusion_repeat,4,173205.0,P1-A_frozen_solvai,none,none,0.0,,0.18059202513839923,0.2824989949827253,0.10658597332451913,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.1,,0.18824152796077198,0.29028902253683264,0.11682658441603722,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5_0p9,total,0.1,,0.1963663778127189,0.2981326947096543,0.12684286130699407,0.6944444444444444,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.1,,0.1874105114124925,0.2900588054848456,0.11846118672738959,0.7222222222222222,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.2,,0.18720142449064314,0.2941805662757101,0.1115251325554556,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5_0p9,total,0.2,,0.18816193600854467,0.2893005471149898,0.11589242296992253,0.7222222222222222,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.2,,0.1853720477158789,0.2876501038834794,0.11416857471869468,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.4,,0.18463750231988196,0.293106290313674,0.10738951098693722,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5_0p9,total,0.4,,0.18644585548281956,0.2895814215070308,0.12449568932563304,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.4,,0.18370598571784072,0.2869426605813893,0.11663189051555856,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5_0p9,total,0.7,,0.18619254574183014,0.2883209944847745,0.11396684365503207,0.7777777777777778,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5_0p9,total,0.7,,0.18396184379834898,0.2877549381200367,0.11450146536974071,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,0.7,,0.18324852361680533,0.2866787281029171,0.11398692947246847,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1,total,1.0,,0.18560753642438074,0.29064850201635123,0.11430600062824015,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1,total,1.0,,0.183865725371967,0.28764322066193665,0.11358358024447224,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1,total,1.0,,0.18364969404008147,0.28718873995441196,0.11298518205564023,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p5,total,1.0,,0.18479760286144728,0.28863235910186125,0.12023967722485407,0.7222222222222222,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p5,total,1.0,,0.1854517406473376,0.28888533077445194,0.11528163328756946,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p5,total,1.0,,0.18349962846200282,0.2870458173331708,0.11349468967197862,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p9,total,1.0,,0.18470469785468147,0.28439347015279537,0.12285825741595224,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p9,total,1.0,,0.18340513723697338,0.2884063142739056,0.11411792306424995,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p9,total,1.0,,0.18200353277344658,0.2859082475032886,0.11569516857745943,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5,total,1.0,,0.19088195956911946,0.2928989474290447,0.11640147718028515,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5,total,1.0,,0.18414553237796089,0.2877778779363216,0.11386727602179114,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5,total,1.0,,0.18374199299427976,0.28726665276243774,0.11276352727304562,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p9,total,1.0,,0.18619783021058742,0.2916720020597622,0.11288329368257588,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p9,total,1.0,,0.18387027396402142,0.2876759258791113,0.11327659816390323,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p9,total,1.0,,0.18351079040177012,0.2869088991973205,0.11274976030395689,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p5_0p9,total,1.0,,0.1850250622576117,0.28724232626802715,0.12118965016585115,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p5_0p9,total,1.0,,0.18536461545426536,0.28908448719085866,0.11565828395291877,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p5_0p9,total,1.0,,0.1833585463646397,0.28676181234115106,0.11349621538857879,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5_0p9,total,1.0,,0.18492844511226558,0.2849892012560954,0.11885182482880463,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5_0p9,total,1.0,,0.18414551300500787,0.287809296150031,0.11358876416443087,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,total,1.0,,0.18360297642513132,0.2869854314111886,0.1125480772121965,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1,components,1.0,,0.18053328002957503,0.2805004004411786,0.11126254038091171,0.7777777777777778,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1,components,1.0,,0.17797651382652496,0.2824955906970834,0.10985757138629448,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1,components,1.0,,0.1829020950197529,0.28657527115081,0.1152601247437805,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p5,components,1.0,,0.17537379865005853,0.27841139630535866,0.11488342937170604,0.7638888888888888,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p5,components,1.0,,0.18090723834203892,0.2851774204888121,0.10168002023259737,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p5,components,1.0,,0.1838809751878373,0.2880018906048067,0.1138615737198585,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p9,components,1.0,,0.1856752116022526,0.2888596268256416,0.12463121349186501,0.7638888888888888,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p9,components,1.0,,0.1896215038324951,0.2932201709982509,0.12457036728446719,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p9,components,1.0,,0.18319561740841298,0.2862997498671917,0.11706633579517445,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5,components,1.0,,0.18063529188194194,0.28227370230508747,0.11162662393662914,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5,components,1.0,,0.1730263031417275,0.27772279781642883,0.09013833182705366,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5,components,1.0,,0.18324833301573634,0.28751985422863197,0.11555089364258953,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p9,components,1.0,,0.1795284877560788,0.2826060187066386,0.11606488791219993,0.7638888888888888,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p9,components,1.0,,0.17245097594466963,0.2776931146390721,0.10346526226359365,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p9,components,1.0,,0.18269231472959307,0.28586892557342064,0.11508138257924375,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p5_0p9,components,1.0,,0.17897439995843856,0.2827123179627395,0.1270726562944322,0.7638888888888888,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p5_0p9,components,1.0,,0.18339287181841543,0.2877639002495397,0.10066821900460488,0.7222222222222222,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p5_0p9,components,1.0,,0.18357488378804898,0.2872467022123966,0.11601990595149347,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-B_predicted_response,0p1_0p5_0p9,components,1.0,,0.18086361877100604,0.28470871113476126,0.11220755815280192,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-C_actual_response,0p1_0p5_0p9,components,1.0,,0.17311531824285326,0.2784862403892566,0.10113298023410144,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-D_actual_minus_predicted,0p1_0p5_0p9,components,1.0,,0.1830036316663106,0.28675821630857623,0.1152672882437008,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88001.0,0.18496782314977145,0.29058559205812545,0.11124613585834764,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88002.0,0.1887559094443914,0.2926773698562349,0.12226796248333582,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88003.0,0.18425480440057057,0.2876989635600111,0.11676513759788687,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88004.0,0.18343500209182254,0.285866886681865,0.11690656851252534,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-H_shuffled_residual,0p1_0p5_0p9,total,1.0,88005.0,0.18144528808563282,0.28540113315208715,0.1097766065875978,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p1,total,1.0,,0.18479921284832404,0.2890457956579918,0.11430459343125698,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p1,total,1.0,,0.18402289079045164,0.28781430223195004,0.11286344600106468,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p5,total,1.0,,0.18424742930641985,0.28766636216883495,0.1161283579443051,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p5,total,1.0,,0.18584640001261837,0.2917397104115293,0.10643646055069178,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p9,total,1.0,,0.18332721554993656,0.28747114234367493,0.11481916611497667,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p9,total,1.0,,0.18558062695930827,0.28991018117226947,0.1127407618151759,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p1_0p5,total,1.0,,0.18473624605822148,0.28862286548456756,0.11481539600850388,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p1_0p5,total,1.0,,0.18413462419491392,0.28758165649535516,0.11383887598768472,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p1_0p9,total,1.0,,0.1839668361710595,0.2880950672267231,0.11389696918976511,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p1_0p9,total,1.0,,0.18412895906927926,0.2882084274321443,0.11368604572146346,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p5_0p9,total,1.0,,0.18384993150277637,0.28752491420395976,0.11570836308934185,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p5_0p9,total,1.0,,0.18679948585074657,0.29109344704307205,0.11716943706041105,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-F_generic_posterior,0p1_0p5_0p9,total,1.0,,0.1841948629468334,0.28800159152987437,0.11375978327735514,0.7361111111111112,72
standardized_exclusion_repeat,4,173205.0,P1-F_solvai_conditioned_posterior,0p1_0p5_0p9,total,1.0,,0.18426693331919544,0.28798791411054503,0.11379218269627978,0.7361111111111112,72
standardized_exclusion_primary,-1,,P1-H_mean_shuffled_residual,0p1_0p5_0p9,total,1.0,,0.18230471407553833,0.28950385652368704,0.11361543866140211,0.7638888888888888,72
standardized_exclusion_repeat,0,314159.0,P1-H_mean_shuffled_residual,0p1_0p5_0p9,total,1.0,,0.19110082830485364,0.3011605860033997,0.11433046641086553,0.7222222222222222,72
standardized_exclusion_repeat,1,271828.0,P1-H_mean_shuffled_residual,0p1_0p5_0p9,total,1.0,,0.19283682429933247,0.29873069773311844,0.12050359314480508,0.6944444444444444,72
standardized_exclusion_repeat,2,161803.0,P1-H_mean_shuffled_residual,0p1_0p5_0p9,total,1.0,,0.1922577989282903,0.2938966860444351,0.12189774850849755,0.7083333333333334,72
standardized_exclusion_repeat,3,141421.0,P1-H_mean_shuffled_residual,0p1_0p5_0p9,total,1.0,,0.186316460338763,0.29677345885634476,0.11318371981685726,0.75,72
standardized_exclusion_repeat,4,173205.0,P1-H_mean_shuffled_residual,0p1_0p5_0p9,total,1.0,,0.18386844913927072,0.2878730746943818,0.11186638672243898,0.75,72
